reward
-2243000.0
-2210325.0
-2215676.0
-2216653.0
-2189242.0
-2204451.0
-2189684.0
-2199332.0
-2209038.0
-2206429.0
-2201570.0
-2199719.0
-2208560.0
-2205724.0
-2202262.0
-2207584.0
-2205318.0
-2207722.0
-2200361.0
-2197668.0
-2197045.0
-2209885.0
-2201611.0
-2213308.0
-2201758.0
-2197078.0
-2192521.0
-2212126.0
-2214190.0
-2200292.0
-2208015.0
-2193389.0
-2200765.0
-2202457.0
-2201888.0
-2219449.0
-2204183.0
-2205854.0
-2209119.0
-2218199.0
-2207366.0
-2209340.0
-2195630.0
-2213496.0
-2195391.0
-2197941.0
-2211948.0
-2212323.0
-2203055.0
-2198935.0
-2209837.0
-2198199.0
-2200205.0
-2200508.0
-2212368.0
-2205302.0
-2207058.0
-2210753.0
-2209495.0
-2201934.0
-2207506.0
-2212959.0
-2205895.0
-2208066.0
-2209619.0
-2214024.0
-2187706.0
-2191640.0
-2202167.0
-2203201.0
-2206973.0
-2204187.0
-2205071.0
-2209072.0
-2214101.0
-2199822.0
-2213079.0
-2214818.0
-2215946.0
-2207728.0
-2208757.0
-2212281.0
-2209696.0
-2201387.0
-2217709.0
-2195484.0
-2211318.0
-2207087.0
-2216241.0
-2218147.0
-2206928.0
-2207515.0
-2195266.0
-2211485.0
-2206852.0
-2208215.0
-2220621.0
-2212873.0
-2203823.0
-2197771.0
-2211478.0
-2207283.0
-2201709.0
-2196327.0
-2209556.0
-2202475.0
-2220308.0
-2216695.0
-2207445.0
-2207477.0
-2215792.0
-2216339.0
-2208436.0
-2202281.0
-2212759.0
-2214717.0
-2204431.0
-2214695.0
-2211817.0
-2210236.0
-2209416.0
-2200347.0
-2206540.0
-2203132.0
-2205265.0
-2213516.0
-2205007.0
-2200588.0
-2214202.0
-2203937.0
-2212361.0
-2203163.0
-2207700.0
-2206910.0
-2217354.0
-2208029.0
-2205939.0
-2212276.0
-2200091.0
-2204685.0
-2198104.0
-2211172.0
-2194885.0
-2205195.0
-2198873.0
-2202302.0
-2207181.0
-2214259.0
-2212021.0
-2203912.0
-2203506.0
-2214903.0
-2211817.0
-2214986.0
-2209194.0
-2202669.0
-2216941.0
-2207082.0
-2192174.0
-2207387.0
-2214089.0
-2207578.0
-2204764.0
-2212575.0
-2204444.0
-2205723.0
-2202242.0
-2217736.0
-2213290.0
-2198621.0
-2217400.0
-2218223.0
-2203355.0
-2207975.0
-2200834.0
-2199948.0
-2215953.0
-2209959.0
-2211328.0
-2211430.0
-2206899.0
-2212122.0
-2213330.0
-2209489.0
-2204029.0
-2207951.0
-2202039.0
-2217763.0
-2202367.0
-2206053.0
-2202962.0
-2196588.0
-2205028.0
-2208214.0
-2208237.0
-2207631.0
-2200727.0
-2208997.0
-2230729.0
-2210527.0
-2215032.0
-2209081.0
-2226119.0
-2219594.0
-2222219.0
-2230020.0
-2216156.0
-2223616.0
-2221412.0
-2230379.0
-2232852.0
-2231826.0
-2234270.0
-2233511.0
-2218519.0
-2226177.0
-2226835.0
-2210157.0
-2235212.0
-2223960.0
-2236064.0
-2230906.0
-2243354.0
-2230744.0
-2233236.0
-2234248.0
-2234302.0
-2238412.0
-2255365.0
-2235464.0
-2228288.0
-2234546.0
-2233122.0
-2246289.0
-2241114.0
-2243411.0
-2231964.0
-2250706.0
-2254356.0
-2245372.0
-2251225.0
-2249661.0
-2244019.0
-2238603.0
-2233270.0
-2260837.0
-2255676.0
-2259347.0
-2239505.0
-2258756.0
-2256633.0
-2238101.0
-2256835.0
-2250527.0
-2280863.0
-2268261.0
-2263221.0
-2253517.0
-2273015.0
-2253759.0
-2251208.0
-2257183.0
-2240222.0
-2275047.0
-2259486.0
-2263075.0
-2271606.0
-2249904.0
-2257349.0
-2274617.0
-2255901.0
-2249335.0
-2249198.0
-2242190.0
-2260294.0
-2254048.0
-2272176.0
-2266423.0
-2259220.0
-2264557.0
-2250744.0
-2267469.0
-2249994.0
-2248433.0
-2260342.0
-2255192.0
-2263158.0
-2257867.0
-2255158.0
-2277719.0
-2251844.0
-2270415.0
-2266528.0
-2261136.0
-2268553.0
-2260969.0
-2263372.0
-2262088.0
-2260730.0
-2264895.0
-2269409.0
-2271595.0
-2258574.0
-2281242.0
-2255589.0
-2263211.0
-2245748.0
-2274975.0
-2258823.0
-2267591.0
-2284862.0
-2261346.0
-2272521.0
-2277663.0
-2244771.0
-2277674.0
-2281528.0
-2268200.0
-2280045.0
-2280878.0
-2262807.0
-2275103.0
-2263228.0
-2266629.0
-2261364.0
-2277838.0
-2265925.0
-2262750.0
-2277268.0
-2266249.0
-2274862.0
-2269024.0
-2266311.0
-2270180.0
-2271162.0
-2260649.0
-2263961.0
-2271224.0
-2274132.0
-2280187.0
-2267740.0
-2276551.0
-2262669.0
-2275927.0
-2267982.0
-2263480.0
-2269468.0
-2263479.0
-2276874.0
-2269289.0
